Statistic,Match played,Starts,Minutes,Goals,Assists,Yellow cards,Red cards,xG,xAG,Possession_ProgC,PrgPasses,PrgR,Goals per 90,Assists per 90,xG per 90,xAG per 90,SoT/90,Cmp,TotDist,KP,1/3,PPA,CrsPA,PrgPasses.1,SCA,SCA90,GCA,GCA90,Tkl,TklW,Att,Blocks,Block shot,Pass,Int,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Possession_Att,Carries,Possession_ProgC.1,Possession_1/3,Possession_CPA,Possession_Mis,Possession_Dis,Rec,PrgR.1,Fls,Fld,Off,Crs,Recov,Won,Lost
Median,22.0,15.0,1348.0,1.0,1.0,2.0,0.0,0.9,0.8,15.0,38.0,24.0,0.03,0.04,0.07,0.07,0.23,449.0,7266.0,8.0,28.0,6.0,1.0,38.0,20.0,1.83,2.0,0.16,17.0,10.0,7.0,12.0,3.0,8.0,7.0,734.0,31.0,158.0,272.0,140.0,20.0,13.0,392.0,15.0,13.0,2.0,12.0,7.0,481.0,24.0,12.0,10.0,1.0,9.0,44.0,10.0,13.0
Mean,20.8592132505176,15.31055900621118,1372.9792960662526,2.002070393374741,1.4886128364389235,2.927536231884058,0.09109730848861283,2.026086956521739,1.496687370600414,26.1055900621118,51.49068322981366,50.850931677018636,0.1217391304347826,0.08991718426501037,0.13335403726708076,0.09780538302277433,0.4096687370600414,548.8385093167702,9420.238095238095,13.58592132505176,42.850931677018636,11.554865424430641,2.7370600414078674,51.49068322981366,31.751552795031056,2.0954658385093166,3.4761904761904763,0.21403726708074536,24.511387163561075,14.635610766045549,11.401656314699792,15.138716356107661,5.128364389233955,10.010351966873706,11.095238095238095,829.664596273292,93.87577639751552,274.35403726708074,352.5652173913044,210.91097308488614,34.316770186335404,25.217391304347824,465.1532091097308,26.1055900621118,17.459627329192546,8.047619047619047,18.77225672877847,13.08695652173913,542.7784679089027,50.850931677018636,15.325051759834368,14.815734989648034,2.3768115942028984,24.27536231884058,57.67080745341615,17.890269151138718,17.88198757763975
Bournemouth,Std,9.838417881100703,11.32959327577413,975.7558011096884,3.4930761554349172,1.991086858344044,3.147242974401714,0.28810406552003043,3.500095989649269,1.8273720304167422,34.02167409608756,51.583847090270524,70.37738475238321,0.1811284347677717,0.11577031916004626,0.20211725161205188,0.14881083304524761,0.6548810349677828,394.51787758126414,7609.613456186141,16.255980960743262,47.00832488714793,13.656427926636416,5.264918573817909,51.583847090270524,35.78509637446355,1.8688972885364286,4.026100615484902,0.20522714688408505,23.125879964028872,14.406163590877156,10.50917160136971,16.525103672394895,7.082796616107111,12.58033473856667,15.300029708824395,608.2685496213807,146.08150575658328,270.36097228699333,312.7164925984605,234.76174954916186,47.7772334027469,31.649825630650678,332.0133217956809,34.02167409608756,19.816450227140656,15.888818252297604,21.07449613518147,17.001743691090905,357.83973050413607,70.37738475238321,17.739663248605172,13.569467004367148,5.074153680479389,40.418756652426396,56.26384765868474,20.828207538072302,20.54032955772426
Brentford,Median,26.0,21.0,1913.0,0.0,1.0,2.0,0.0,0.8,1.2,12.0,51.0,27.0,0.0,0.06,0.06,0.08,0.17,471.0,7521.0,8.0,41.0,7.0,2.0,51.0,21.0,1.72,2.0,0.2,24.0,16.0,13.0,17.0,4.0,12.0,8.0,762.0,47.0,216.0,325.0,158.0,24.0,12.0,382.0,12.0,9.0,1.0,14.0,8.0,475.0,27.0,11.0,10.0,1.0,13.0,50.0,12.0,14.0
Brentford,Mean,22.238095238095237,17.285714285714285,1547.6666666666667,2.6666666666666665,1.7619047619047619,2.2857142857142856,0.047619047619047616,2.419047619047619,1.7380952380952381,24.523809523809526,55.904761904761905,55.285714285714285,0.11142857142857145,0.08190476190476192,0.11809523809523811,0.09380952380952381,0.31380952380952387,553.8571428571429,10141.904761904761,13.619047619047619,45.76190476190476,13.523809523809524,3.7142857142857144,55.904761904761905,32.285714285714285,1.8771428571428572,4.619047619047619,0.26571428571428574,25.952380952380953,15.571428571428571,11.952380952380953,19.952380952380953,8.19047619047619,11.761904761904763,12.238095238095237,889.047619047619,138.52380952380952,348.85714285714283,329.7142857142857,218.66666666666666,40.80952380952381,25.714285714285715,470.7142857142857,24.523809523809526,15.19047619047619,8.666666666666666,21.285714285714285,12.047619047619047,545.6190476190476,55.285714285714285,12.428571428571429,14.19047619047619,2.9523809523809526,27.904761904761905,67.33333333333333,26.0,23.095238095238095
Brentford,Std,10.839302384862053,12.625937023218741,1066.3490204118598,5.11207720338155,2.447544931247676,1.5856499343441837,0.21821789023599242,3.832834336051983,2.198971621116605,31.18592478606182,52.115165510535185,73.31039684597464,0.18738424998611047,0.09877343001126607,0.15686360468952149,0.08169921605965326,0.373543520763996,426.45073404958345,8967.726684644007,16.7405979298118,38.29608956787202,17.89306862340568,5.0412583463145095,52.115165510535185,34.527008062012634,1.1752027180752385,5.696281159460009,0.24904962213525697,21.287264245262218,12.484275824297653,9.335288910773947,18.334328977293364,12.131030655385583,9.74630577144367,11.911778884384825,639.2070459710591,274.65207427718786,401.4415630841288,263.55021207677726,222.9251742924817,44.295167961775526,32.42243491340966,345.33608888402364,31.18592478606182,18.24724375794615,16.67433157081067,23.82255833688493,12.997985191852583,392.17349173426754,73.31039684597464,10.107281674967947,13.555880818371957,4.477456761111049,42.81810920849351,53.943797913507474,29.816103031751148,23.08225457338334
Brighton,Median,20.0,9.0,895.5,1.0,1.0,2.0,0.0,0.75,0.9500000000000001,16.5,38.5,26.5,0.045,0.035,0.09,0.09,0.31,333.0,4728.0,10.5,21.5,7.5,1.0,38.5,23.5,2.8099999999999996,3.0,0.3,16.5,10.0,7.0,12.0,2.0,9.0,8.5,630.0,22.5,118.0,227.0,147.0,13.0,12.0,367.5,16.5,15.5,2.5,11.5,7.0,408.0,26.5,10.5,9.0,1.0,10.0,39.0,11.5,13.0
Brighton,Mean,18.964285714285715,13.357142857142858,1198.4642857142858,1.9285714285714286,1.2857142857142858,2.607142857142857,0.10714285714285714,1.8821428571428576,1.292857142857143,25.857142857142858,48.92857142857143,48.642857142857146,0.12249999999999998,0.09035714285714283,0.12964285714285714,0.10178571428571427,0.36821428571428566,506.7142857142857,8630.5,11.821428571428571,37.892857142857146,10.892857142857142,2.8214285714285716,48.92857142857143,29.928571428571427,2.5157142857142856,3.5714285714285716,0.31535714285714284,22.428571428571427,13.642857142857142,9.0,13.964285714285714,3.892857142857143,10.071428571428571,10.071428571428571,759.8571428571429,82.85714285714286,242.03571428571428,330.85714285714283,195.64285714285714,33.75,27.071428571428573,446.07142857142856,25.857142857142858,18.464285714285715,8.25,18.75,11.642857142857142,501.67857142857144,48.642857142857146,14.142857142857142,13.571428571428571,1.4285714285714286,21.857142857142858,52.714285714285715,16.785714285714285,15.357142857142858
Brighton,Std,9.758119668814247,9.866570141097986,866.1779597383601,2.9555794246559732,1.5836465855538944,2.543536262681686,0.314970394174356,2.6435180783735586,1.396537668778562,29.882131767024237,49.26416214610446,62.019240912689696,0.14913640288898838,0.12638806034963035,0.11955107827811641,0.07635460991339328,0.33152904538894923,475.47783818299524,9037.876403718348,9.95193475114288,47.67353430380292,10.329172229264016,3.77176225075103,49.26416214610446,23.288732884488997,1.1998840331972473,2.8470721989124383,0.270383570381551,18.954973101827534,11.58611648647187,8.228226036254942,12.093714752214742,5.328743064316635,9.78634184833571,9.490457474157031,608.3757802107921,190.67729463108788,318.2841127907996,318.14633417201264,177.23665164923054,41.945842507973346,31.683537694622437,381.0067490965782,29.882131767024237,18.389776030008154,14.788947324369067,18.721397937673906,12.278298487844877,418.4201373926229,62.019240912689696,12.213272336438797,14.420737566354639,1.7935805576921315,27.30447566854913,43.19967176046179,17.70824696524223,14.288597592626827
Chelsea,Median,17.5,11.5,1046.5,1.0,1.0,2.5,0.0,0.75,1.05,11.0,33.0,11.5,0.05,0.065,0.08499999999999999,0.1,0.315,400.5,6768.5,6.5,26.5,4.0,0.0,33.0,15.0,1.83,2.0,0.185,12.5,9.0,5.5,9.0,1.5,6.5,7.5,708.5,25.5,131.5,254.5,91.5,12.5,14.0,399.0,11.0,10.0,1.5,6.0,6.5,485.0,11.5,9.0,11.0,1.0,3.5,42.5,9.0,8.5
Chelsea,Mean,19.153846153846153,14.384615384615385,1291.423076923077,2.1923076923076925,1.6923076923076923,3.6153846153846154,0.038461538461538464,2.4461538461538463,1.8769230769230771,30.115384615384617,56.53846153846154,55.80769230769231,0.14615384615384613,0.13230769230769232,0.155,0.15307692307692308,0.4511538461538461,628.5,10911.384615384615,16.346153846153847,52.15384615384615,12.653846153846153,2.730769230769231,56.53846153846154,38.03846153846154,2.3530769230769226,3.8076923076923075,0.2423076923076923,20.53846153846154,13.0,8.615384615384615,12.576923076923077,3.8461538461538463,8.73076923076923,9.961538461538462,880.5384615384615,82.96153846153847,264.2307692307692,396.5769230769231,227.19230769230768,39.76923076923077,27.923076923076923,510.46153846153845,30.115384615384617,17.46153846153846,11.038461538461538,16.076923076923077,10.76923076923077,623.4230769230769,55.80769230769231,15.26923076923077,15.923076923076923,2.230769230769231,23.653846153846153,55.19230769230769,14.076923076923077,14.192307692307692
Chelsea,Std,10.880045248774687,11.398515422902836,995.1280188227813,3.47585075363406,2.2048896710580466,3.2505620815720233,0.19611613513818402,3.9643643393846406,2.3167749467408685,38.78590148296355,61.782347491322,74.49994321112962,0.20581694630087044,0.18394146226031136,0.1757782694191748,0.1694171002176399,0.4953409082486681,578.7588271465067,10370.323385804024,20.903477811488322,57.66155898530133,16.88772881755817,5.333349358950282,61.782347491322,45.51437642699789,1.641613277799054,4.578377273831686,0.24905112233929308,23.060322234055217,14.29405470816451,9.351264826009038,12.924931185652252,5.576323575204779,9.408752063085485,11.083251397422217,750.0712622554863,173.8582136729193,324.2684452970788,405.73815921866884,254.6830216925768,49.749217233888366,32.571058413165616,416.161048707755,38.78590148296355,18.573595816062692,20.18807721251486,19.002995715250954,11.690364210948065,532.8600696675948,74.49994321112962,15.731643759779693,16.3851715326342,3.829440609882256,40.0309303491111,49.16504386717802,16.341170281036977,14.50522452296201
Crystal Palace,Median,29.0,21.0,1869.0,0.0,1.0,3.0,0.0,1.0,1.5,14.0,59.0,12.0,0.0,0.04,0.07,0.12,0.31,521.0,9826.0,11.0,31.0,11.0,2.0,59.0,38.0,2.08,3.0,0.16,30.0,14.0,12.0,19.0,3.0,15.0,11.0,935.0,27.0,172.0,371.0,178.0,26.0,13.0,433.0,14.0,17.0,1.0,16.0,15.0,518.0,12.0,12.0,19.0,1.0,13.0,67.0,17.0,21.0
Crystal Palace,Mean,25.105263157894736,18.894736842105264,1691.0,1.894736842105263,1.6842105263157894,3.789473684210526,0.21052631578947367,2.615789473684211,2.057894736842105,22.63157894736842,51.78947368421053,52.578947368421055,0.08157894736842106,0.06842105263157897,0.13263157894736843,0.10789473684210525,0.49000000000000005,538.2105263157895,9643.052631578947,17.0,40.26315789473684,12.526315789473685,3.0526315789473686,51.78947368421053,39.473684210526315,2.337894736842105,3.8947368421052633,0.1936842105263158,34.94736842105263,20.31578947368421,17.105263157894736,21.57894736842105,6.052631578947368,15.526315789473685,14.105263157894736,917.8421052631579,115.52631578947368,342.0,380.10526315789474,204.42105263157896,34.8421052631579,21.894736842105264,461.10526315789474,22.63157894736842,16.05263157894737,5.578947368421052,22.789473684210527,15.473684210526315,534.2105263157895,52.578947368421055,18.736842105263158,18.263157894736842,3.3157894736842106,27.68421052631579,75.10526315789474,22.736842105263158,28.789473684210527
Crystal Palace,Std,8.949827663406618,12.409202395543689,1034.8440569584493,3.510218999848953,2.135744251723958,3.2588162023863316,0.41885390829169555,3.4729531394437103,2.1391368429225226,22.455413913688776,38.63300107330292,64.57925001239751,0.1328433981086476,0.08288299369155806,0.14184663491340677,0.07539370349250518,0.4860041152089147,382.87183509010316,7499.754621716961,15.954797258365758,32.05350059798142,12.116877215284983,4.209429681751916,38.63300107330292,33.987527812178776,1.5050270538261223,3.2641952699300814,0.1660391696195606,29.607569760696386,18.508414397478028,17.230124578262807,18.050287130599227,6.956002078225732,12.988749067526914,14.41023840053432,601.0019655318104,222.3231802831816,368.8180822272381,265.51457267745883,179.9071722952558,35.87518975233555,29.61023609955424,302.683717349543,22.455413913688776,13.906328232581046,7.812495614033857,20.64132572015131,14.388917112573642,338.95207444700765,64.57925001239751,16.254374130140267,15.198106992002355,5.142984775172956,31.987936322548826,52.8665980840687,22.15812393097283,25.257735772912604
Everton,Median,23.5,14.5,1281.0,1.0,1.0,3.0,0.0,1.1,1.05,12.0,36.0,23.5,0.04,0.03,0.05,0.06,0.25,412.0,7161.5,8.0,34.5,8.0,1.0,36.0,24.5,1.79,2.0,0.09,23.5,13.5,12.0,12.5,3.0,7.5,9.5,689.5,31.0,165.5,292.0,171.0,18.5,18.0,325.5,12.0,10.0,2.0,12.5,11.0,404.0,23.5,15.0,13.0,1.0,6.5,55.0,10.0,14.5
Everton,Mean,21.727272727272727,16.954545454545453,1520.2727272727273,1.4090909090909092,0.9090909090909091,3.227272727272727,0.09090909090909091,1.6727272727272728,1.2818181818181822,19.727272727272727,41.31818181818182,40.5,0.09045454545454545,0.05818181818181818,0.11318181818181819,0.08272727272727273,0.7295454545454546,447.09090909090907,8471.818181818182,11.681818181818182,39.77272727272727,9.909090909090908,3.590909090909091,41.31818181818182,27.681818181818183,2.1,2.272727272727273,0.13954545454545456,29.545454545454547,17.363636363636363,14.863636363636363,15.727272727272727,5.7272727272727275,10.0,13.454545454545455,769.0454545454545,99.04545454545455,280.8181818181818,309.04545454545456,187.36363636363637,28.59090909090909,25.90909090909091,371.27272727272725,19.727272727272727,13.954545454545455,4.909090909090909,20.40909090909091,15.454545454545455,441.6818181818182,40.5,17.40909090909091,14.727272727272727,3.4545454545454546,27.0,60.95454545454545,24.318181818181817,22.363636363636363
Everton,Std,9.166096007424098,10.558126063560048,893.0565055347405,1.9678146183760226,1.1087999050492516,2.2239351262767193,0.29424494316824984,1.9523323824599468,1.113824968568249,19.988524846549474,34.32392801868741,39.9043499240013,0.12120338171956975,0.07920055096227094,0.1233804168931491,0.07317180163227194,1.8798846906702682,337.366539268763,7723.63523858431,10.213839181351487,34.37736217779122,10.299833983447504,5.351093265324305,34.32392801868741,20.296343474664557,1.825987012940829,2.119789256861751,0.15037975017956795,28.555255162624576,17.206160177446566,14.717322008421476,14.42280541424989,9.341060499504929,8.591246929842246,12.801515061850607,516.373109593914,214.25229393064956,354.33621864573183,232.85095933680256,144.6274509458684,25.78604105751624,29.81515928087125,247.46008467325294,19.988524846549474,11.59013239057988,6.989169110021937,19.867799003146704,14.073708255796127,279.1492835577812,39.9043499240013,13.978415643273165,12.679874635784882,6.3300287573804965,35.81965408888839,47.72987212051477,29.076887178055497,23.02285707838947
Fulham,Median,26.0,17.0,1596.5,0.5,1.0,2.0,0.0,1.0,0.95,22.0,51.0,38.0,0.015,0.09,0.095,0.085,0.265,561.5,8918.5,9.0,38.5,6.0,1.0,51.0,26.5,2.025,3.0,0.18,20.5,12.0,7.0,11.5,2.0,9.0,6.5,893.5,21.5,129.5,341.0,196.0,25.0,17.5,508.0,22.0,16.0,4.0,14.0,6.5,596.0,38.0,14.5,13.0,0.5,13.0,51.0,10.5,17.5
Fulham,Mean,23.772727272727273,16.954545454545453,1523.2727272727273,2.227272727272727,1.9090909090909092,3.1818181818181817,0.09090909090909091,2.0772727272727276,1.5909090909090908,32.18181818181818,63.86363636363637,62.77272727272727,0.16863636363636364,0.1081818181818182,0.14863636363636362,0.10181818181818182,0.5313636363636363,588.2272727272727,10245.772727272728,15.272727272727273,47.18181818181818,12.5,3.9545454545454546,63.86363636363637,35.0,2.266818181818182,4.0,0.22545454545454546,25.818181818181817,15.636363636363637,12.0,13.136363636363637,3.3636363636363638,9.772727272727273,10.818181818181818,872.3636363636364,93.5,279.40909090909093,358.95454545454544,243.63636363636363,35.54545454545455,24.227272727272727,514.9090909090909,32.18181818181818,21.0,8.181818181818182,19.636363636363637,10.909090909090908,581.9090909090909,62.77272727272727,16.363636363636363,13.545454545454545,1.7272727272727273,35.36363636363637,60.18181818181818,19.09090909090909,20.0
Fulham,Std,9.211441220061568,11.180243087600354,935.531129095389,3.2649920612726087,2.561790499391112,2.9702711698615705,0.29424494316824984,2.670996214752237,1.8204942005398246,35.314419506884505,48.530104014631945,70.3406214807847,0.25471357311498793,0.12385230696032246,0.15387983730497096,0.08203578566619649,0.6105758051649393,488.0132640486792,8928.602604534315,16.985096599475273,40.61976573006506,18.664328084802378,6.820677753833927,48.530104014631945,32.919816003651746,1.6336794182331005,4.375255094603872,0.2154005631315819,22.85072961977022,14.763357001600616,12.850792082313726,11.162417618937537,4.135162282131996,8.568668386749364,13.31535584574071,670.406454214765,227.19422150599314,356.3023941877126,308.7232505894971,232.60605271053407,38.50754690747216,26.84156658933485,412.81402581964187,35.314419506884505,23.784749015162756,11.030850088712732,18.47919152670158,11.807620989001697,444.6149654841451,70.3406214807847,13.950748246003748,11.47140242485955,3.2098333762097844,51.18737330775224,46.279313864564706,20.80958819964876,20.57275128022733
Ipswich Town,Median,18.0,11.0,979.0,0.0,0.0,2.0,0.0,0.5,0.3,9.0,18.0,14.0,0.0,0.0,0.04,0.03,0.07,208.0,4206.0,4.0,17.0,3.0,0.0,18.0,12.0,1.33,1.0,0.1,12.0,8.0,5.0,8.0,2.0,6.0,6.0,433.0,28.0,123.0,146.0,87.0,11.0,7.0,216.0,9.0,6.0,1.0,11.0,4.0,274.0,14.0,10.0,8.0,1.0,6.0,37.0,7.0,12.0
